id,name,date,text,location,sentiment
1.13E+18,goldDevTrader,Mon May 20 16:39:29 +0000 2019,"Decent sized $GLD block near the low of day. I have a hunch this is a buy. $GLD blocks have been very timely lately, usually resulting in a decent move one way or the other within a day or so. This does line up with my theory that we retrace a large part of the recent move down. https://t.co/j32MnbFizA","Seattle, WA",bullish
1.13E+18,KennedyFinance,Mon May 20 16:39:19 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4","Ashburn, VA",unrelated
1.13E+18,EmilSandstedt,Mon May 20 16:31:27 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4",,unrelated
1.13E+18,oliviabvoz,Mon May 20 16:27:59 +0000 2019,"Exxon Pulls Out Of Pakistan, Man Finds Giant Gold Nugget With Metal Detector https://t.co/sIILcOU2lV #OOTT $XOM $GLD $GC_F $CL_F $OIL https://t.co/Dln4CntBDC","New York, NY",unrelated
1.13E+18,efbarraza,Mon May 20 16:27:51 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4","Argentina, Buenos Aires",unrelated
1.13E+18,EquityFeedAlert,Mon May 20 16:27:33 +0000 2019,"BLOCK TRADE: $GLD 700,000 shares @ $120.46 [12:27:33]","Montreal, Quebec",bullish
1.13E+18,ARTOFTRADING_CO,Mon May 20 16:27:01 +0000 2019,"#COPPER INTRADAY GANN LEVELS 

#trading #bitcoin #forex #money #futures  #gbpusd #eurusd   #gann  #crypto #sp500 #NASDAQ  #usdcad #markets #traders $DJIA #XAUUSD  #XAGUSD $gld #Trump #China #tradewar https://t.co/Ohexm41bNx",International,unrelated
1.13E+18,AlejandroDinero,Mon May 20 16:20:59 +0000 2019,United States Sovereign debt crisis is imminent #gold $gld Chinese will margin call us debt. They will print usd gold rally.,,unrelated
1.13E+18,TalkMarkets,Mon May 20 16:19:24 +0000 2019,"#Gold Breakout On Hold As Prices Return To Range, Volatility Drops $GLD Also $FXY $UUP https://t.co/NHQJeLBksh",,neutral
1.13E+18,shortvolumes,Mon May 20 16:18:01 +0000 2019,Short sale volume (not short interest) for $VXX at 2019-05-17 is 41%. https://t.co/8EpDw4z1UG $HBI 69% $X 41% $GLD 64% $CFG 52%,"New York, USA",unrelated
1.13E+18,derekebner,Mon May 20 16:16:57 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4",Bulgaria,unrelated
1.13E+18,Jaw709,Mon May 20 16:15:14 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4",,unrelated
1.13E+18,Interfima,Mon May 20 16:14:46 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4",Global,unrelated
1.13E+18,Al_Stewart1,Mon May 20 16:13:04 +0000 2019,"The short-term bull flag setup I posted in $GOLD clearly failed (the most bearish setups are failed bullish setups). This was a classic setup but even good setups fail. This gets bullish again if we can reclaim $1290. Otherwise, would like a lower low to the 200dma to buy again https://t.co/J1EjWseQTx","Gauteng, South Africa",bearish
1.13E+18,oilbot123,Mon May 20 16:12:26 +0000 2019,Midday Market Minute. #ES_F $SPY #NQ_F $QQQ #OOTT #CL_F #GC_F $GLD https://t.co/BBJMOKuSeA,,unrelated
1.13E+18,erick_zazueta,Mon May 20 16:09:58 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4",,unrelated
1.13E+18,BoB2Trader,Mon May 20 16:09:07 +0000 2019,"#Bitcoin Worthless? NOW has #IntrinsicValue, according to a report by #JPMorgan $JPM... https://t.co/P0GKKeOBjh $usdu $uup $cyb $yinn $yang $cn $chn $fxch $cny $spy $spx $dia $djia $qqq $ixic $iwn $iwm $iwn $tlt $ief $tyx $shv $btc $xbt $gbtc $gdx $gld $bar $hyg $sq $xlf","California, USA",unrelated
1.13E+18,mashFX,Mon May 20 16:08:52 +0000 2019,Bought $GOLD 1278.23 SL 1261.48 TP 1278.23 #forex,,bullish
1.13E+18,BlueLineFutures,Mon May 20 16:07:21 +0000 2019,Midday Market Minute. #ES_F $SPY #NQ_F $QQQ #OOTT #CL_F #GC_F $GLD https://t.co/BBJMOKuSeA,"Chicago, IL",unrelated
1.13E+18,DS_Hemp,Mon May 20 16:06:50 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4",United States,unrelated
1.13E+18,bill_baruch,Mon May 20 16:06:46 +0000 2019,Midday Market Minute. #ES_F $SPY #NQ_F $QQQ #OOTT #CL_F #GC_F $GLD https://t.co/BBJMOKuSeA,"Chicago, IL",unrelated
1.13E+18,saifedean,Mon May 20 16:06:33 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4","Beirut, Lebanon",unrelated
1.13E+18,pattabhivet,Mon May 20 16:05:18 +0000 2019,$GLD $jnug buy physical gold to your wife (you would be happy person) and buy 24carat gold (check https://t.co/E3gog2CaX2) don’t buy $GLD or $jnug paper gold is manipulated as hell. At one point they manipulate gold to up and you can sell your gold (24c) $SPY,"socorro, NM",bullish
1.13E+18,Binance_Angel,Mon May 20 16:04:50 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4",Worldwide,unrelated
1.13E+18,theonevortex,Mon May 20 16:04:22 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4",Planet Earth,unrelated
1.13E+18,TIMEISILLMATICK,Mon May 20 16:03:18 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4",,unrelated
1.13E+18,rolflobker,Mon May 20 16:03:05 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4",Moon,unrelated
1.13E+18,ToneVays,Mon May 20 16:02:35 +0000 2019,"Just ONE HOUR to go before a LIVE chat on Central Banking &amp; will $BTC or $GOLD finally give people freedom from fiat money. Author of ""The Real Crash"" - @PeterSchiff &amp; @saifedean of ""The #Bitcoin Standard"" discuss:
https://t.co/JsqxASytG4",Global,unrelated
1.13E+18,CordovaTrades,Mon May 20 16:01:27 +0000 2019,Another top notch #gold exclusive technical indicator from your favorite $gold chartist. https://t.co/cQRT6kWHPk,"Florida, capital of fuckery",neutral
1.13E+18,TickwatcherMF,Mon May 20 16:01:07 +0000 2019,"Top #money flow today. Free stocks app https://t.co/B6pljuv3p6
$MSFT, $QQQ, $EEM, $SPY, $AMZN, $VOO, $TSLA, $FB, $QCOM, $EFA, $SHOP, $GLD, $CSCO, $CAT, $SMH, $LVS, $MYMM19, $IEFA, $GOOG, $IWM https://t.co/htnJV1IWhf","California, USA",unrelated
1.13E+18,WingTrades,Mon May 20 16:00:02 +0000 2019,"Here is a snapshot of the current market. Remember to join the discussion room for live analyses, trade recaps, and market news! #TeamWingtrades $SPX $DJI $GOLD $WTI $NLSN $NWS $NWSA $RTN $FTI $DISH $KEYS $ATVI $PKG $QCOM https://t.co/wfaljhBxsG",,unrelated
1.13E+18,SteHaller,Mon May 20 16:00:01 +0000 2019,"Available on #iPad #kindle and #Android 
https://t.co/UqeeJkJ2iP
$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $TSLA $VIX $FB $MSFT $SPY $NDX $IWM $MCD $SLV $UVXY $GLD $TLT $VXX $XLE $QQQ #Trading #options #goodreads #stockmarket #money #NASDAQ #bookpromotion #tastytrade #ebooks #PISTA https://t.co/QsmVKMxx46",Landshut/Bavaria/Germany,unrelated
1.13E+18,goldusdx,Mon May 20 15:58:09 +0000 2019,Gold 20-May-19_Expecting Levels https://t.co/Dt7892ht1Q $XAUUSD $GLD #GC_F $GOLD,"Fort Knox, KY",neutral
1.13E+18,TheArmenianDad,Mon May 20 15:56:38 +0000 2019,"The short-term bull flag setup I posted in $GOLD clearly failed (the most bearish setups are failed bullish setups). This was a classic setup but even good setups fail. This gets bullish again if we can reclaim $1290. Otherwise, would like a lower low to the 200dma to buy again https://t.co/J1EjWseQTx","California, USA",bearish
1.13E+18,BoB2Trader,Mon May 20 15:52:42 +0000 2019,#ElErian: Don't underestimate the possibility of a #Reagan moment' for #Trump on #China https://t.co/ZT3EaAtk4X $usdu $uup $cyb $yinn $yang $cn $chn $fxch $cny $spy $spx $dia $djia $qqq $ixic $iwn $iwm $iwn $tlt $ief $tyx $shv $btc $xbt $gbtc $gdx $gld $bar $nugt $hyg $sq $xlf,"California, USA",unrelated
1.13E+18,DaedalusReport,Mon May 20 15:47:25 +0000 2019,"😉😎👍 #CRUDE #OIL""Reversal Points in TIME"" forecast #USOIL #UKOIL #FRACTALS #TRADINGPATTERNS #OOTT #DAYTRADING #FUTURES #USDOLLAR $GLD $SLV $USD $DXY $TYX $SPX #SP500 $DJIA #OPEC $CL $CL_F #SWINGTRADING #TRADING #TIMEPATTERNS 
#TRADINGSTRATEGY #CRUDEOIL https://t.co/gV4U8uHcDf https://t.co/HPJ9ZCev5x","Panama City, Panama",unrelated
1.13E+18,Goldbroker_com,Mon May 20 15:47:11 +0000 2019,"The short-term bull flag setup I posted in $GOLD clearly failed (the most bearish setups are failed bullish setups). This was a classic setup but even good setups fail. This gets bullish again if we can reclaim $1290. Otherwise, would like a lower low to the 200dma to buy again https://t.co/J1EjWseQTx","Manhattan, NY",bearish
1.13E+18,Sufiy,Mon May 20 15:37:00 +0000 2019,Miners to Gold Ratio is starting to round upwards and look very bullish $GDX $GLD https://t.co/V62Vaia1rl,Global.,bullish
1.13E+18,Sufiy,Mon May 20 15:36:49 +0000 2019,#Gold In The Alaskan Elephant Country: Kirill Klip #GEMRoyalty #TNRGold Presentation May 2019 #GoldInUSA by @kirillklip https://t.co/YbZF2kKFpA via @SlideShare #FED #Dollar #China #TradeWars #CentralBanks $TNR.v $ABX $NG $RGLD $NEM $KGC $TCK $FCX $AEM $AUY $MUX $GLD $GDX $GDXJ,Global.,unrelated
1.13E+18,shortvolumes,Mon May 20 15:36:02 +0000 2019,Short sale volume(not short interest) for $AU on 2019-05-17 is 54%. https://t.co/5o8JpPM6eZ $GOLD 50% $K 66% $IAG 71%,"New York, USA",unrelated
1.13E+18,pausellir,Mon May 20 15:35:34 +0000 2019,Miners to Gold Ratio is starting to round upwards and look very bullish $GDX $GLD https://t.co/V62Vaia1rl,,bullish
1.13E+18,EvercoreFX,Mon May 20 15:32:27 +0000 2019,Trade the global recession with https://t.co/HhHxmOKMsN #forex #USD #SPX #GLD #OIL https://t.co/9BxoxJLMqP,UK,unrelated
1.13E+18,SteHaller,Mon May 20 15:30:00 +0000 2019,"More #TradeHacks in my #ebooks:
https://t.co/UqeeJkJ2iP 

$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA $VIX $FB $MSFT $SPY $NDX $IWM $MCD $SLV $DAX $UVXY $LYFT $GLD $TLT $VXX $XLE $QQQ #Trading #options #goodreads #stocks #stockmarket #ipad #kindle #android #money #NASDAQ https://t.co/hKAlZehZJw",Landshut/Bavaria/Germany,unrelated
1.13E+18,AnyaMense,Mon May 20 15:23:17 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part II &gt; https://t.co/R6vpoO5079

$UUP $SPY $QQQ $GLD $SLV #dollar #silver #stockstowatch","Summerville, SC",unrelated
1.13E+18,StockNewsWires,Mon May 20 15:18:05 +0000 2019,"$GOLD:

Zambia to seek takeover of Vedanta-controlled copper miner, Lungu …:

https://t.co/UYlBmKQIbp",United States,unrelated
1.13E+18,andrewnyquist,Mon May 20 15:17:54 +0000 2019,"Our latest newsletter: ""No Rest For The Weary"" --&gt; https://t.co/MpnYLghJ9d  feat. @askslim @KimbleCharting

$SPY $QQQ $IWM $USO $GLD $CSCO $GOOGL $VIX https://t.co/WVfDyQhAaz","Minneapolis, MN",unrelated
1.13E+18,15minofPham,Mon May 20 15:14:08 +0000 2019,"Morning trading range &gt; 80% (Min $5, Vol &gt; 750K, Opt Vol in any strike &gt; 250): $HEXO $GOLD $PCG $BX $MO $JNPR $VOD $CRM $VST $TWTR $ZNGA $MA $IBM $UA $AMZN $NEM $DWDP $UNH $UAA $WB $AIG $V $TWLO $MS $BBT $SO https://t.co/FvsXb8iGjr",Oregon,unrelated
1.13E+18,tbe111283,Mon May 20 15:12:16 +0000 2019,"$gdxj $NUGT $JNUG $spx $GLD $GOLD 
some positive things here, rsi and trix (not shown) also showing positive divergence since april 22.  considering how volatile JNUG is I'd say somethings gotta give soon.  I see pro's throwing in the towel https://t.co/Ejtd2q1KlR",,bearish
1.13E+18,kirillklip,Mon May 20 15:08:51 +0000 2019,#Gold In The Alaskan Elephant Country: Kirill Klip #GEMRoyalty #TNRGold Presentation May 2019 #GoldInUSA by @kirillklip https://t.co/YbZF2kKFpA via @SlideShare #FED #Dollar #China #TradeWars #CentralBanks $TNR.v $ABX $NG $RGLD $NEM $KGC $TCK $FCX $AEM $AUY $MUX $GLD $GDX $GDXJ,"Planet #Earth, mostly.",unrelated
1.13E+18,alaidi,Mon May 20 15:08:14 +0000 2019,"The weekly Premium video is out: ""GBP, Gold &amp; Indices""

#forex $GLD $UUP $TNX $FXE #GBPUSD https://t.co/OVeMsQAN2w",London,unrelated
1.13E+18,kirillklip,Mon May 20 15:05:47 +0000 2019,Miners to Gold Ratio is starting to round upwards and look very bullish $GDX $GLD https://t.co/V62Vaia1rl,"Planet #Earth, mostly.",bullish
1.13E+18,KimbleCharting,Mon May 20 15:05:11 +0000 2019,"Our latest newsletter: ""No Rest For The Weary"" --&gt; https://t.co/MpnYLghJ9d  feat. @askslim @KimbleCharting

$SPY $QQQ $IWM $USO $GLD $CSCO $GOOGL $VIX https://t.co/WVfDyQhAaz",United States 877-721-7217,unrelated
1.13E+18,panamaorange,Mon May 20 15:03:14 +0000 2019,"$SLV $GLD Those apmex exclusive ""john wick"" rounds are selling  for roughly the price of silver eagles. That's probably why their inventory is down to barely over 2k. When they first became available Friday, it was over 4k. (You can check inventory  by typing 99999 in order box)",straight outta innsmouth ,unrelated
1.13E+18,Farv23060,Mon May 20 15:02:55 +0000 2019,"@AdamMancini4 The strong dollar 💵 due to trade disputes &amp; the Fed will keep a lid on a lot of commodities. If the Fed eases to weaken the dollar the thesis may change.
$GOLD $SILVER $COPPER $OIL
$USD $DXY",Bulls Quietly Grazing 🐮,unrelated
1.13E+18,TsooJoosT,Mon May 20 15:02:43 +0000 2019,"$GOLD $GC_F looks like a (temporary?) bottom is in. 1277.55$ now.
 1281 1285 1294 my next levels.",Nederland,neutral
1.13E+18,jr_leborgne,Mon May 20 15:02:42 +0000 2019,"Top #money flow today. Free stocks app https://t.co/B6pljuv3p6
$MSFT, $QQQ, $AMZN, $FB, $EEM, $EFA, $TSLA, $T, $SHOP, $BAC, $QCOM, $CAT, $MYMM19, $AMD, $CSCO, $GLD, $AAPL, $IEFA, $GOOG, $SPLV https://t.co/XJCl6Qhcbp","Lyon, France",unrelated
1.13E+18,tpbaner,Mon May 20 15:02:00 +0000 2019,"2019 Returns...
Bitcoin $BTC: +89%
Oil $USO: +35%
MLPs $AMLP: +19%
Nasdaq 100 $QQQ: +19%
REITs $VNQ: +19%
S&amp;P 500 $SPY: +15%
Small Caps $IWM: +14%
EAFE $EFA: +10%
Commodities $DBC: +10%
High Yield $HYG: +8%
Investment Grade $LQD: +7%
Bonds $AGG: +3%
EM $EEM: +3%
Gold $GLD: -0.5%","Pennsylvania, USA",neutral
1.13E+18,bill_baruch,Mon May 20 15:01:55 +0000 2019,Blue Line Morning Express. Out early each morning to brokerage clients to help with a game plan #ES_F $SPY #OOTT #CL_F #NQ_F $QQQ #GC_F $GLD https://t.co/f6Dff0am9v,"Chicago, IL",unrelated
1.13E+18,TickwatcherMF,Mon May 20 15:01:05 +0000 2019,"Top #money flow today. Free stocks app https://t.co/B6pljuv3p6
$MSFT, $QQQ, $AMZN, $FB, $EEM, $EFA, $TSLA, $T, $SHOP, $BAC, $QCOM, $CAT, $MYMM19, $AMD, $CSCO, $GLD, $AAPL, $IEFA, $GOOG, $SPLV https://t.co/XJCl6Qhcbp","California, USA",unrelated
1.13E+18,SteHaller,Mon May 20 15:00:00 +0000 2019,"More #TradeHacks in my #ebooks:
https://t.co/UqeeJkJ2iP

$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA $VIX $FB $MSFT $SPY $NDX $IWM $MCD $SLV $DAX $UVXY $UBER $GLD $TLT $VXX $XLE $QQQ #Trading #options #goodreads #stocks #stockmarket #ipad #kindle #android #money #NASDAQ https://t.co/i1lK6xnFME",Landshut/Bavaria/Germany,unrelated
1.13E+18,MarketCurrents,Mon May 20 14:59:03 +0000 2019,"$VEDL $GOLD $FQVLF - Zambia to seek takeover of Vedanta-controlled copper miner, Lungu says https://t.co/uPfvYBNSOn",New York,unrelated
1.13E+18,gregrieben,Mon May 20 14:58:40 +0000 2019,$GDX Gold miners continue to be stuck. Hanging out around the 200 dma. $GLD #gold https://t.co/h7cSlHuTJ7,"Calgary, Alberta, Canada",neutral
1.13E+18,seeitmarket,Mon May 20 14:57:12 +0000 2019,"Our latest newsletter: ""No Rest For The Weary"" --&gt; https://t.co/MpnYLghJ9d  feat. @askslim @KimbleCharting

$SPY $QQQ $IWM $USO $GLD $CSCO $GOOGL $VIX https://t.co/WVfDyQhAaz",,unrelated
1.13E+18,Number_Three_,Mon May 20 14:56:48 +0000 2019,"$SLV $GLD This is why Im only bullish on large gold miners, at these levels. Specifically the diversified $GDX etf. 
Small gold miners, and silver miners, have too much risk of bankruptcy. https://t.co/0isNTsEgum",RTs not Endorsements,neutral
1.13E+18,davidmoadel,Mon May 20 14:51:57 +0000 2019,Chart Patterns to Watch This Week 5-19-2019 https://t.co/TrlWvt006G $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX $BTC $TLRY $CRON $CGC $ACB $APHA $MU $NVDA $BA $PINS $OSTK $BIDU $F,USA,unrelated
1.13E+18,davidmoadel,Mon May 20 14:51:45 +0000 2019,The Bulls Are Betting On A 'Long Shot' https://t.co/Imfv9NZNTf $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX,USA,unrelated
1.13E+18,davidmoadel,Mon May 20 14:51:09 +0000 2019,$TLT A Tail Risk The #Fed Can't Solve https://t.co/upPvd5hteL $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX,USA,unrelated
1.13E+18,davidmoadel,Mon May 20 14:49:48 +0000 2019,AMD: David And Goliath All Over Again https://t.co/w8SLotCEqh $SLV $GLD $QQQ $DJIA $DIA $SPY #stockmarket #commodities #investing #finance #stocks #gold #silver $FB $TWTR $AAPL $AMZN $TSLA $INTC $AMD $NFLX,USA,unrelated
1.13E+18,panamaorange,Mon May 20 14:48:26 +0000 2019,"$SLV $GLD This is why Im only bullish on large gold miners, at these levels. Specifically the diversified $GDX etf. 
Small gold miners, and silver miners, have too much risk of bankruptcy. https://t.co/0isNTsEgum",straight outta innsmouth ,neutral
1.13E+18,goldmarketgirl,Mon May 20 14:44:23 +0000 2019,Miners to Gold Ratio is starting to round upwards and look very bullish $GDX $GLD https://t.co/V62Vaia1rl,Europe,bullish
1.13E+18,mashFX,Mon May 20 14:43:58 +0000 2019,"Closed Buy $GOLD 1277.07 for +18.0 pips, total for today +112.0 pips #forex",,bullish
1.13E+18,mashFX,Mon May 20 14:43:58 +0000 2019,"Closed Buy $GOLD 1277.07 for +94.0 pips, total for today +94.0 pips #forex",,bullish
1.13E+18,SilverTrader28,Mon May 20 14:41:58 +0000 2019,Miners to Gold Ratio is starting to round upwards and look very bullish $GDX $GLD https://t.co/V62Vaia1rl,90210,bullish
1.13E+18,HedgehogTrader,Mon May 20 14:39:55 +0000 2019,Miners to Gold Ratio is starting to round upwards and look very bullish $GDX $GLD https://t.co/V62Vaia1rl,Toronto,bullish
1.13E+18,alpagueurbe,Mon May 20 14:33:48 +0000 2019,$Gold $Euro #gold #Tangibles2020 #forcast #goldForcast #diversification #OUTofPaper #outOfETF #inGoldMines https://t.co/546Hst6OMh,europe,unrelated
1.13E+18,FAAutotrading,Mon May 20 14:32:32 +0000 2019,Confidently trade $GLD Gold https://t.co/Wppx795iNP,,neutral
1.13E+18,GoldspotD,Mon May 20 14:31:43 +0000 2019,Big week @CollisionHQ next week. Sneak peak and more to come from @GoldspotD #mining #MachineLearning #Sustainability #gold $GLD $GDX $GDXJ https://t.co/1bT1iHMPeo,Toronto/Montreal,unrelated
1.13E+18,BullFan2016,Mon May 20 14:30:11 +0000 2019,"$CASA should be on your watch list if you are a #juniormining investor - this #stock is getting some attention from speculators https://t.co/c6I1Rpjdhe $GLD, $SLV, #mining, #TSX, #TSXv, #CSE, #gold, #silver",Wall Street,unrelated
1.13E+18,SteHaller,Mon May 20 14:30:00 +0000 2019,"More #TradeHacks in my #ebooks:
https://t.co/kaHFajA0Bz

$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA $VIX $FB $MSFT $SPY $NDX $IWM $MCD $DAX $SLV $UVXY $LYFT $GLD $TLT $VXX $XLE $QQQ #Trading #options #goodreads #stocks #stockmarket #ipad #kindle #android #money #NASDAQ https://t.co/kKrQV5JTDv",Landshut/Bavaria/Germany,unrelated
1.13E+18,xrobertm,Mon May 20 14:22:11 +0000 2019,"Our latest newsletter: ""No Rest For The Weary"" --&gt; https://t.co/MpnYLghJ9d  feat. @WillieDelwiche @BrandonVanZee

$SPY $QQQ $IWM $USO $GLD $VIX https://t.co/qJy9H1TiFx","New York, New York",unrelated
1.13E+18,GingerRoelofs,Mon May 20 14:21:05 +0000 2019,"The short-term bull flag setup I posted in $GOLD clearly failed (the most bearish setups are failed bullish setups). This was a classic setup but even good setups fail. This gets bullish again if we can reclaim $1290. Otherwise, would like a lower low to the 200dma to buy again https://t.co/J1EjWseQTx","Holland, MI",bearish
1.13E+18,TalkMarkets,Mon May 20 14:20:04 +0000 2019,China's Nuclear Option to Sell US Treasurys $GLD $SLV https://t.co/6blWlUj0Qn,,unrelated
1.13E+18,Opal_Chip,Mon May 20 14:18:17 +0000 2019,"@HandjobBob Yeah - I've bben screwed  a number of times, because the particular miner I played didn't run while $GDX did... So I usually mix half and half miners/$GDX. Or $GLD - depending on the state of the stock market.",,neutral
1.13E+18,ARTOFTRADING_CO,Mon May 20 14:17:12 +0000 2019,"#COPPER INTRADAY GANN LEVELS 

#trading #bitcoin #forex #money #futures  #gbpusd #eurusd   #gann  #crypto #sp500 #NASDAQ  #usdcad #markets #traders $DJIA #XAUUSD  #XAGUSD $gld #Trump #China #tradewar https://t.co/YSRCP6te8G",International,unrelated
1.13E+18,ARTOFTRADING_CO,Mon May 20 14:13:57 +0000 2019,"#GOLD INTRADAY GANN LEVELS 

#trading #bitcoin #forex #money #futures  #gbpusd #eurusd   #gann  #crypto #markets #traders $DJIA #XAUUSD  #XAGUSD $gld #Trump #China https://t.co/wQkx10SYJY",International,unrelated
1.13E+18,_Krypto_1,Mon May 20 14:10:28 +0000 2019,"The first $Gold ETF was introduced on 28 March 2003. The $Gold market rallied and has not looked back since, for that reason many people expect a $BTC ETF to do the same. Whether that will be the case or not we'll find out. But if it is, here is what $Gold did. https://t.co/8scDU1mxoA",United Kingdom,bullish
1.13E+18,jhn6jun,Mon May 20 14:08:35 +0000 2019,"The short-term bull flag setup I posted in $GOLD clearly failed (the most bearish setups are failed bullish setups). This was a classic setup but even good setups fail. This gets bullish again if we can reclaim $1290. Otherwise, would like a lower low to the 200dma to buy again https://t.co/J1EjWseQTx",Western U.S.,bearish
1.13E+18,AdamMancini4,Mon May 20 14:07:57 +0000 2019,"The short-term bull flag setup I posted in $GOLD clearly failed (the most bearish setups are failed bullish setups). This was a classic setup but even good setups fail. This gets bullish again if we can reclaim $1290. Otherwise, would like a lower low to the 200dma to buy again https://t.co/J1EjWseQTx",Canada,bearish
1.13E+18,JonathanVanleer,Mon May 20 14:07:07 +0000 2019,"U.S. vs Global Sector Rotation....What Next? - Part II &gt; https://t.co/R6vpoO5079

$UUP $SPY $QQQ $GLD $SLV #dollar #silver #stockstowatch",,unrelated
1.13E+18,laptop1515,Mon May 20 14:04:57 +0000 2019,Central Bank First-Quarter Gold Buying at Highest Since 2013 https://t.co/HcL19rBeHM $GOLD $GC_F $GLD #AAU #ORR #ECR #HUM #GGP #ROCK #ASO #KEFI #GDP,,bullish
1.13E+18,SteHaller,Mon May 20 14:00:00 +0000 2019,"More #TradeHacks in my #ebooks:
https://t.co/UqeeJkrqUf

$ES_F $NQ_F $ZB_F $SPX $RUT $AAPL $NFLX $AMZN $TSLA $VIX $FB $MSFT $SPY $NDX $IWM $MCD $SLV $DAX $UVXY $LYFT $GLD $TLT $VXX $XLE $QQQ #Trading #options #goodreads #stocks #stockmarket #ipad #kindle #android #money #NASDAQ https://t.co/zbibCb92ji",Landshut/Bavaria/Germany,unrelated
1.13E+18,fpatrick,Mon May 20 13:59:20 +0000 2019,Absolutely absurd ad for Monex gold. “Buying gold makes you more American”. I’m going to throw up. $GLD,"Knoxville, TN",neutral
1.13E+18,lakaiia1,Mon May 20 13:56:33 +0000 2019,@leonwti Ive learned my lesson with $JNUG and $NUGT...OTM $GLD calls work better imo because they follow gold futures closer than those other 2. With the other two you have to time it correctly.,THE TRADING FLOOR 💰,neutral
